Date,SPX,TPX,SX5E
1981/5/19,132.09,465.1,
1981/5/18,132.54,465.22,
1981/5/15,132.17,462.43,
1981/5/14,131.28,463.12,
1981/5/13,130.55,462.98,
1981/5/12,130.72,462.48,
1981/5/11,129.71,461.29,
1981/5/8,131.66,462.64,
1981/5/7,131.67,462.65,
1981/5/6,130.78,460.23,
1981/5/5,130.32,458.8,
1981/5/4,130.67,456.45,
1981/5/1,132.72,455.99,
1981/4/30,132.81,458.87,
1981/4/29,133.05,457.25,
1981/4/28,134.33,453.52,
1981/4/27,135.48,452.53,
1981/4/24,135.14,450.4,
1981/4/23,133.94,454.46,
1981/4/22,134.14,449.11,
1981/4/21,134.23,450.21,
1981/4/20,135.45,454.17,
1981/4/16,134.7,453.67,
1981/4/15,134.17,455,
1981/4/14,132.68,453.37,
1981/4/13,133.15,452.91,
1981/4/10,134.51,452.53,
1981/4/9,134.67,451.62,
1981/4/8,134.91,453.23,
1981/4/7,133.91,454.41,
1981/4/6,133.93,454.68,
1981/4/3,135.49,450.61,
1981/4/2,136.32,449.01,
1981/4/1,136.57,457.06,
1981/3/31,136,463.36,
1981/3/30,134.28,466.02,
1981/3/27,134.65,466.68,
1981/3/26,136.27,468.41,
1981/3/25,137.11,467.93,
1981/3/24,134.67,467.4,
1981/3/23,135.69,469.05,
1981/3/20,134.08,468.04,
1981/3/19,133.46,468.96,
1981/3/18,134.22,469.08,
1981/3/17,133.92,469.82,
1981/3/16,134.68,471.04,
1981/3/13,133.11,469.64,
1981/3/12,133.19,469.59,
1981/3/11,129.95,472.47,
1981/3/10,130.46,472.65,
1981/3/9,131.12,471.97,
1981/3/6,129.85,471.66,
1981/3/5,129.93,471.06,
1981/3/4,130.86,469.2,
1981/3/3,130.56,469.22,
1981/3/2,132.01,467.28,
1981/2/27,131.27,468.64,
1981/2/26,130.1,467.77,
1981/2/25,128.52,467.66,
1981/2/24,127.39,468.1,
1981/2/23,127.35,467.72,
1981/2/20,126.58,467.94,
1981/2/19,126.61,468.03,
1981/2/18,128.48,466.47,
1981/2/17,127.81,465.21,
1981/2/13,126.98,464.05,
1981/2/12,127.48,464.24,
1981/2/11,128.24,464.08,
1981/2/10,129.24,463.29,
1981/2/9,129.27,463.18,
1981/2/6,130.6,463.63,
1981/2/5,129.63,462.71,
1981/2/4,128.59,460.56,
1981/2/3,128.46,459.92,
1981/2/2,126.91,458.14,
1981/1/30,129.55,458.24,
1981/1/29,130.24,458.8,
1981/1/28,130.34,459.61,
1981/1/27,131.12,456.74,
1981/1/26,129.84,456.15,
1981/1/23,130.23,457.23,
1981/1/22,130.26,455.71,
1981/1/21,131.36,457.41,
1981/1/20,131.65,456.52,
1981/1/19,134.37,453.09,
1981/1/16,134.77,452.69,
1981/1/15,134.22,453.2,
1981/1/14,133.47,453.57,
1981/1/13,133.29,453.03,
1981/1/12,133.52,453.56,
1981/1/9,133.48,449.98,
1981/1/8,133.06,449.67,
1981/1/7,135.08,449.12,
1981/1/6,138.12,451.24,
1981/1/5,137.97,451.83,
1981/1/2,136.34,450.97,
1980/12/31,135.76,451.33,
1980/12/30,135.33,450.3,
1980/12/29,135.03,449.03,
1980/12/26,136.57,447.52,
1980/12/24,135.88,447.04,
1980/12/23,135.3,445.27,
1980/12/22,135.78,442.1,
1980/12/19,133.7,440.27,
1980/12/18,133,443.36,
1980/12/17,132.89,444,
1980/12/16,130.6,444.5,
1980/12/15,129.45,443.72,
1980/12/12,129.23,445.48,
1980/12/11,127.36,445.28,
1980/12/10,128.26,445.14,
1980/12/9,130.48,444.34,
1980/12/8,130.61,444.25,
1980/12/5,134.03,443.8,
1980/12/4,136.48,448.4,
1980/12/3,136.71,447.64,
1980/12/2,136.97,447.97,
1980/12/1,137.21,447.59,
1980/11/28,140.52,449.02,
1980/11/26,140.17,446.59,
1980/11/25,139.33,441.75,
1980/11/24,138.31,436.22,
1980/11/21,139.11,437.04,
1980/11/20,140.4,436.6,
1980/11/19,139.06,444.27,
1980/11/18,139.7,444.23,
1980/11/17,137.75,448.4,
1980/11/14,137.15,449.74,
1980/11/13,136.49,453.62,
1980/11/12,134.59,454.68,
1980/11/11,131.26,455.34,
1980/11/10,129.48,451.03,
1980/11/7,129.18,450.47,
1980/11/6,128.91,456.89,
1980/11/5,131.33,456.18,
1980/11/3,129.04,459.69,
1980/10/31,127.47,458.99,
1980/10/30,126.29,459.88,
1980/10/29,127.91,459.83,
1980/10/28,128.05,462.9,
1980/10/27,127.88,462.93,
1980/10/24,129.85,460.33,
1980/10/23,129.53,456.43,
1980/10/22,131.92,457.01,
1980/10/21,131.84,456.42,
1980/10/20,132.61,455.5,
1980/10/17,131.52,456.28,
1980/10/16,132.22,455.35,
1980/10/15,133.7,454.59,
1980/10/14,132.02,455.24,
1980/10/13,132.03,455.3,
1980/10/10,130.29,454.99,
1980/10/9,131.04,452.79,
1980/10/8,131.65,452.3,
1980/10/7,131,451.94,
1980/10/6,131.73,452.36,
1980/10/3,129.33,452.51,
1980/10/2,128.09,452,
1980/10/1,127.13,452.07,
1980/9/30,125.46,454.11,
1980/9/29,123.54,453.62,
1980/9/26,126.35,453.46,
1980/9/25,128.72,453.46,
1980/9/24,130.37,451.85,
1980/9/23,129.43,450.9,
1980/9/22,130.4,451,
1980/9/19,129.25,451.92,
1980/9/18,128.4,451.35,
1980/9/17,128.87,453.19,
1980/9/16,126.74,453.04,
1980/9/15,125.67,453.41,
1980/9/12,125.54,453.25,
1980/9/11,125.66,451.14,
1980/9/10,124.81,449.75,
1980/9/9,124.07,447.39,
1980/9/8,123.31,446.74,
1980/9/5,124.88,447.59,
1980/9/4,125.42,446.21,
1980/9/3,126.12,447.86,
1980/9/2,123.73,447.3,
1980/8/29,122.38,445.93,
1980/8/28,122.08,445.37,
1980/8/27,123.52,445.01,
1980/8/26,124.84,443.05,
1980/8/25,125.16,443,
1980/8/22,126.02,442.59,
1980/8/21,125.46,443.2,
1980/8/20,123.77,440.87,
1980/8/19,122.6,438.75,
1980/8/18,123.39,438.63,
1980/8/15,125.72,439.01,
1980/8/14,125.25,438.7,
1980/8/13,123.28,438.95,
1980/8/12,123.79,439.56,
1980/8/11,124.78,435.13,
1980/8/8,123.61,438.23,
1980/8/7,123.3,441.26,
1980/8/6,121.55,440.49,
1980/8/5,120.74,445.05,
1980/8/4,120.98,447.51,
1980/8/1,121.21,448.38,
1980/7/31,121.67,449.41,
1980/7/30,122.23,448.89,
1980/7/29,122.4,447.6,
1980/7/28,121.43,446.64,
1980/7/25,120.78,446.8,
1980/7/24,121.79,447.34,
1980/7/23,121.93,447.06,
1980/7/22,122.19,446.75,
1980/7/21,122.51,446.81,
1980/7/18,122.04,446.76,
1980/7/17,121.44,445.51,
1980/7/16,119.63,444.08,
1980/7/15,119.3,443.84,
1980/7/14,120.01,442.2,
1980/7/11,117.84,439.58,
1980/7/10,116.95,439.88,
1980/7/9,117.98,439.58,
1980/7/8,117.84,437.97,
1980/7/7,118.29,443.05,
1980/7/3,117.46,443.83,
1980/7/2,115.68,443.23,
1980/7/1,114.93,441.23,
1980/6/30,114.24,445.33,
1980/6/27,116,445.51,
1980/6/26,116.19,449.4,
1980/6/25,116.72,452.95,
1980/6/24,115.14,453.07,
1980/6/23,114.51,455.05,
1980/6/20,114.06,453.93,
1980/6/19,114.66,452.74,
1980/6/18,116.26,450,
1980/6/17,116.03,451.48,
1980/6/16,116.09,453.68,
1980/6/13,115.81,454.28,
1980/6/12,115.52,453.45,
1980/6/11,116.02,457.3,
1980/6/10,114.66,456.85,
1980/6/9,113.71,458,
1980/6/6,113.2,454.65,
1980/6/5,112.78,453.38,
1980/6/4,112.61,451.88,
1980/6/3,110.51,450.7,
1980/6/2,110.76,452.34,
1980/5/30,111.24,454.37,
1980/5/29,110.27,454.64,
1980/5/28,112.06,453.16,
1980/5/27,111.4,451.45,
1980/5/23,110.62,449.25,
1980/5/22,109.01,449.1,
1980/5/21,107.72,448.44,
1980/5/20,107.62,446.74,
1980/5/19,107.67,445.41,
1980/5/16,107.35,442.79,
1980/5/15,106.99,442.15,
1980/5/14,106.85,444.09,
1980/5/13,106.3,446.3,
1980/5/12,104.78,446.22,
1980/5/9,104.72,443.36,
1980/5/8,106.13,442,
1980/5/7,107.18,435.22,
1980/5/6,106.25,439.54,
1980/5/5,106.38,442.36,
1980/5/2,105.58,441.91,
1980/5/1,105.46,441.43,
1980/4/30,106.29,441.41,
1980/4/29,105.86,445.65,
1980/4/28,105.64,449.68,
1980/4/25,105.16,450.66,
1980/4/24,104.4,449.74,
1980/4/23,103.73,451.26,
1980/4/22,103.43,451.51,
1980/4/21,99.8,450.45,
1980/4/18,100.55,449.74,
1980/4/17,101.05,448.05,
1980/4/16,101.54,446.46,
1980/4/15,102.63,446.59,
1980/4/14,102.84,446.77,
1980/4/11,103.79,447.76,
1980/4/10,104.08,448.89,
1980/4/9,103.11,448.51,
1980/4/8,101.2,447.19,
1980/4/7,100.19,446.09,
1980/4/3,102.15,445.47,
1980/4/2,102.68,444.72,
1980/4/1,102.18,445.13,
1980/3/31,102.09,442.81,
1980/3/28,100.68,442.85,
1980/3/27,98.22,448.75,
1980/3/26,98.68,449.54,
1980/3/25,99.19,450.57,
1980/3/24,99.28,450.45,
1980/3/21,102.31,451.62,
1980/3/20,103.12,451.15,
1980/3/19,104.31,451.85,
1980/3/18,104.1,452.59,
1980/3/17,102.26,452.92,
1980/3/14,105.43,450.89,
1980/3/13,105.62,449.22,
1980/3/12,106.87,448.06,
1980/3/11,107.78,449.68,
1980/3/10,106.51,453.4,
1980/3/7,106.9,454.49,
1980/3/6,108.65,453.89,
1980/3/5,111.13,457.7,
1980/3/4,112.78,460.43,
1980/3/3,112.5,461.5,
1980/2/29,113.66,462.97,
1980/2/28,112.35,461.85,
1980/2/27,112.38,462.09,
1980/2/26,113.98,461.74,
1980/2/25,113.33,461.86,
1980/2/22,115.04,461.69,
1980/2/21,115.28,459.78,
1980/2/20,116.47,459.11,
1980/2/19,114.6,458.63,
1980/2/15,115.41,457.94,
1980/2/14,116.72,458.66,
1980/2/13,118.44,459.23,
1980/2/12,117.9,459.57,
1980/2/11,117.12,459.38,
1980/2/8,117.95,458.39,
1980/2/7,116.28,457.08,
1980/2/6,115.72,457.38,
1980/2/5,114.66,458.34,
1980/2/4,114.37,452.85,
1980/2/1,115.12,449.55,
1980/1/31,114.16,447.35,
1980/1/30,115.2,443.8,
1980/1/29,114.07,440.94,
1980/1/28,114.85,440.57,
1980/1/25,113.61,440.71,
1980/1/24,113.7,446.56,
1980/1/23,113.44,445.61,
1980/1/22,111.51,445.38,
1980/1/21,112.1,448.37,
1980/1/18,111.07,452.02,
1980/1/17,110.7,452.6,
1980/1/16,111.05,451.38,
1980/1/15,111.14,451.63,
1980/1/14,110.38,450.28,
1980/1/11,109.92,448.6,
1980/1/10,109.89,447.38,
1980/1/9,109.05,447.69,
1980/1/8,108.95,447.64,
1980/1/7,106.81,444.57,
1980/1/4,106.52,442.05,
1980/1/3,105.22,440.64,
1980/1/2,105.76,440.71,
1979/12/31,107.94,442,
1979/12/28,107.84,441.74,
1979/12/27,107.96,440.96,
1979/12/26,107.78,439.86,
1979/12/24,107.66,439.77,
1979/12/21,107.59,439.27,
1979/12/20,108.26,437.9,
1979/12/19,108.2,437.7,
1979/12/18,108.3,440.1,
1979/12/17,109.33,441.52,
1979/12/14,108.92,441.2,
1979/12/13,107.67,440.92,
1979/12/12,107.52,441.45,
1979/12/11,107.49,441.11,
1979/12/10,107.67,441.08,
1979/12/7,107.52,438.25,
1979/12/6,108,436.41,
1979/12/5,107.25,438.18,
1979/12/4,106.79,439.75,
1979/12/3,105.83,437.63,
1979/11/30,106.16,434.71,
1979/11/29,106.81,435.64,
1979/11/28,106.77,434.11,
1979/11/27,106.38,438.19,
1979/11/26,106.8,439.72,
1979/11/23,104.67,439.69,
1979/11/21,103.89,438.38,
1979/11/20,103.69,437.43,
1979/11/19,104.23,436.11,
1979/11/16,103.79,433.38,
1979/11/15,104.13,432.23,
1979/11/14,103.39,434.19,
1979/11/13,102.94,434.22,
1979/11/12,103.51,435.76,
1979/11/9,101.51,435.46,
1979/11/8,100.3,435.07,
1979/11/7,99.87,434.14,
1979/11/6,101.2,434.12,
1979/11/5,101.82,433.74,
1979/11/2,102.51,432.63,
1979/11/1,102.57,431.75,
1979/10/31,101.82,429.92,
1979/10/30,102.67,427.91,
1979/10/29,100.71,426.3,
1979/10/26,100.57,424.98,
1979/10/25,100,425.23,
1979/10/24,100.44,427.06,
1979/10/23,100.28,428.61,
1979/10/22,100.71,427.58,
1979/10/19,101.6,427.15,
1979/10/18,103.61,426.72,
1979/10/17,103.39,426.19,
1979/10/16,103.19,425.08,
1979/10/15,103.36,427.41,
1979/10/12,104.49,426.98,
1979/10/11,105.05,427.75,
1979/10/10,105.3,427.56,
1979/10/9,106.63,425.26,
1979/10/8,109.88,424.29,
1979/10/5,111.27,422.84,
1979/10/4,110.17,421.94,
1979/10/3,109.59,420.79,
1979/10/2,109.59,420.43,
1979/10/1,108.56,419.55,
1979/9/28,109.32,420.57,
1979/9/27,110.21,420.54,
1979/9/26,109.96,419.89,
1979/9/25,109.68,418.99,
1979/9/24,109.61,418.23,
1979/9/21,110.47,417.5,
1979/9/20,110.51,417.23,
1979/9/19,108.28,418.39,
1979/9/18,108,418.26,
1979/9/17,108.84,418.02,
1979/9/14,108.76,416.66,
1979/9/13,107.85,416.58,
1979/9/12,107.82,420.87,
1979/9/11,107.51,421.17,
1979/9/10,108.17,420.64,
1979/9/7,107.66,420.01,
1979/9/6,106.85,422.33,
1979/9/5,106.4,423.47,
1979/9/4,107.44,422.32,
1979/8/31,109.32,421.04,
1979/8/30,109.02,420.67,
1979/8/29,109.02,420.79,
1979/8/28,109.02,421.67,
1979/8/27,109.14,423.34,
1979/8/24,108.6,425.39,
1979/8/23,108.63,425.82,
1979/8/22,108.99,425.55,
1979/8/21,108.91,425.26,
1979/8/20,108.83,424.86,
1979/8/17,108.3,424.41,
1979/8/16,108.09,424.33,
1979/8/15,108.25,424.13,
1979/8/14,107.52,424.71,
1979/8/13,107.42,423.13,
1979/8/10,106.4,421.04,
1979/8/9,105.49,419.66,
1979/8/8,105.98,418.8,
1979/8/7,105.65,418.42,
1979/8/6,104.3,417.27,
1979/8/3,104.04,416.34,
1979/8/2,104.1,414.92,
1979/8/1,104.17,412.18,
1979/7/31,103.81,412.36,
1979/7/30,103.15,412.32,
1979/7/27,103.1,411.73,
1979/7/26,103.1,411.29,
1979/7/25,103.08,411.76,
1979/7/24,101.97,412.42,
1979/7/23,101.59,412.76,
1979/7/20,101.82,412.33,
1979/7/19,101.61,412.08,
1979/7/18,101.69,411.7,
1979/7/17,101.83,412.95,
1979/7/16,102.74,411.07,
1979/7/13,102.32,411.04,
1979/7/12,102.69,410.19,
1979/7/11,103.64,410.61,
1979/7/10,104.2,410.74,
1979/7/9,104.47,409.19,
1979/7/6,103.62,409.61,
1979/7/5,102.43,409.94,
1979/7/3,102.09,407.07,
1979/7/2,101.99,407.21,
1979/6/29,102.91,407.7,
1979/6/28,102.8,409.33,
1979/6/27,102.27,409.56,
1979/6/26,101.66,406.71,
1979/6/25,102.09,406.1,
1979/6/22,102.64,406.48,
1979/6/21,102.09,406.42,
1979/6/20,101.63,408.31,
1979/6/19,101.58,407.81,
1979/6/18,101.56,411.88,
1979/6/15,102.09,412.21,
1979/6/14,102.2,410.86,
1979/6/13,102.31,410.6,
1979/6/12,102.85,411.1,
1979/6/11,101.91,413.08,
1979/6/8,101.49,412.82,
1979/6/7,101.79,412.25,
1979/6/6,101.3,410.18,
1979/6/5,100.62,409.87,
1979/6/4,99.32,409.29,
1979/6/1,99.17,411.45,
1979/5/31,99.08,411.32,
1979/5/30,99.11,412.21,
1979/5/29,100.05,411.83,
1979/5/25,100.22,415.09,
1979/5/24,99.93,416.11,
1979/5/23,99.88,413.88,
1979/5/22,100.51,414.55,
1979/5/21,100.14,411.06,
1979/5/18,99.93,408.78,
1979/5/17,99.94,408.9,
1979/5/16,98.42,407.25,
1979/5/15,98.14,408.79,
1979/5/14,98.06,409.2,
1979/5/11,98.52,409.96,
1979/5/10,98.52,410.62,
1979/5/9,99.46,406.98,
1979/5/8,99.17,405.21,
1979/5/7,99.02,407.84,
1979/5/4,100.69,406.78,
1979/5/3,101.81,405.09,
1979/5/2,101.72,402.16,
1979/5/1,101.68,401.39,
1979/4/30,101.76,398.22,
1979/4/27,101.8,397.88,
1979/4/26,102.01,398.45,
1979/4/25,102.5,397.68,
1979/4/24,102.2,399.31,
1979/4/23,101.57,399.86,
1979/4/20,101.23,398.28,
1979/4/19,101.28,397.09,
1979/4/18,101.7,397.27,
1979/4/17,101.24,392.91,
1979/4/16,101.12,390.22,
1979/4/12,102,391.31,
1979/4/11,102.31,391.68,
1979/4/10,103.34,390.12,
1979/4/9,102.87,392.64,
1979/4/6,103.18,390.81,
1979/4/5,103.26,390.74,
1979/4/4,102.65,391.48,
1979/4/3,102.4,390.6,
1979/4/2,100.9,384.25,
1979/3/30,101.59,383.62,
1979/3/29,102.03,382.79,
1979/3/28,102.12,380.01,
1979/3/27,102.48,381.95,
1979/3/26,101.04,381.87,
1979/3/23,101.6,384.5,
1979/3/22,101.67,383.65,
1979/3/21,101.25,383.97,
1979/3/20,100.5,385.43,
1979/3/19,101.06,384.84,
1979/3/16,100.69,385.35,
1979/3/15,99.86,385.62,
1979/3/14,99.71,384.72,
1979/3/13,99.84,384.03,
1979/3/12,99.67,383.11,
1979/3/9,99.54,382.49,
1979/3/8,99.58,383.31,
1979/3/7,98.44,382.04,
1979/3/6,97.87,380.05,
1979/3/5,98.06,376.17,
1979/3/2,96.97,375.57,
1979/3/1,96.9,374.41,
1979/2/28,96.28,374.35,
1979/2/27,96.13,374.95,
1979/2/26,97.67,376.59,
1979/2/23,97.78,376.99,
1979/2/22,98.33,377.31,
1979/2/21,99.07,375.26,
1979/2/20,99.42,374.6,
1979/2/16,98.67,372.38,
1979/2/15,98.73,373.74,
1979/2/14,98.87,370.71,
1979/2/13,98.93,372.26,
1979/2/12,98.2,370.15,
1979/2/9,97.87,368.01,
1979/2/8,97.65,364.04,
1979/2/7,97.16,364.08,
1979/2/6,98.05,363.74,
1979/2/5,98.09,364.13,
1979/2/2,99.5,362.96,
1979/2/1,99.96,364.06,
1979/1/31,99.93,364.88,
1979/1/30,101.05,364.48,
1979/1/29,101.55,364.5,
1979/1/26,101.86,362.22,
1979/1/25,101.19,357.27,
1979/1/24,100.16,358.58,
1979/1/23,100.6,356.66,
1979/1/22,99.9,358.36,
1979/1/19,99.75,359.73,
1979/1/18,99.72,360.59,
1979/1/17,99.48,359.56,
1979/1/16,99.46,364.07,
1979/1/15,100.69,365.95,
1979/1/12,99.93,367.73,
1979/1/11,99.1,366.71,
1979/1/10,98.77,368.11,
1979/1/9,99.33,362.9,
1979/1/8,98.8,361.65,
1979/1/5,99.13,352.99,
1979/1/4,98.58,350.49,
1979/1/3,97.8,357.85,
1979/1/2,96.73,363.27,
1978/12/29,96.11,365.12,
1978/12/28,96.28,364.88,
1978/12/27,96.66,368.39,
1978/12/26,97.52,370.35,
1978/12/22,96.31,372.74,
1978/12/21,94.71,370.63,
1978/12/20,94.68,369.62,
1978/12/19,94.24,371.5,
1978/12/18,93.44,371.61,
1978/12/15,95.33,374.61,
1978/12/14,96.04,374.43,
1978/12/13,96.06,374.19,
1978/12/12,96.59,373.58,
1978/12/11,97.11,376.2,
1978/12/8,96.63,376.22,
1978/12/7,97.08,379.35,
1978/12/6,97.49,378.8,
1978/12/5,97.44,378.24,
1978/12/4,96.15,378.73,
1978/12/1,96.28,378.89,
1978/11/30,94.7,379.9,
1978/11/29,93.75,379.8,
1978/11/28,95.15,378.09,
1978/11/27,95.99,378.08,
1978/11/24,95.79,379.28,
1978/11/22,95.48,380.54,
1978/11/21,95.01,382.25,
1978/11/20,95.25,379.95,
1978/11/17,94.42,385.01,
1978/11/16,93.71,385.95,
1978/11/15,92.71,387.44,
1978/11/14,92.49,386.72,
1978/11/13,93.13,388.99,
1978/11/10,94.77,390.45,
1978/11/9,94.42,390.93,
1978/11/8,94.45,388.33,
1978/11/7,93.85,385.72,
1978/11/6,95.19,385.15,
1978/11/3,96.18,385.23,
1978/11/2,95.61,387.15,
1978/11/1,96.85,387.75,
1978/10/31,93.15,386.37,
1978/10/30,95.06,387.51,
1978/10/27,94.59,387.18,
1978/10/26,96.03,385.79,
1978/10/25,97.31,385.57,
1978/10/24,97.49,385.69,
1978/10/23,98.18,388.33,
1978/10/20,97.95,390.01,
1978/10/19,99.33,390.1,
1978/10/18,100.49,390.82,
1978/10/17,101.26,388.75,
1978/10/16,102.61,389.37,
1978/10/13,104.66,388.88,
1978/10/12,104.88,387.78,
1978/10/11,105.39,386.56,
1978/10/10,104.46,384.23,
1978/10/9,104.59,383.86,
1978/10/6,103.52,382.06,
1978/10/5,103.27,383.11,
1978/10/4,103.06,381.82,
1978/10/3,102.6,384.28,
1978/10/2,102.96,383.59,
1978/9/29,102.54,383.86,
1978/9/28,101.96,383.71,
1978/9/27,101.66,382.93,
1978/9/26,102.62,379.55,
1978/9/25,101.86,378.85,
1978/9/22,101.84,375.81,
1978/9/21,101.9,375.72,
1978/9/20,101.73,376.35,
1978/9/19,102.53,377.57,
1978/9/18,103.21,376.46,
1978/9/15,104.12,377.1,
1978/9/14,105.1,375.46,
1978/9/13,106.34,372.85,
1978/9/12,106.99,369.97,
1978/9/11,106.98,367.66,
1978/9/8,106.79,370.36,
1978/9/7,105.42,370.95,
1978/9/6,105.38,371.99,
1978/9/5,104.49,373.13,
1978/9/1,103.68,374.69,
1978/8/31,103.29,374.24,
1978/8/30,103.5,373.64,
1978/8/29,103.39,376.11,
1978/8/28,103.96,377.59,
1978/8/25,104.9,378.09,
1978/8/24,105.08,379.14,
1978/8/23,104.91,379.69,
1978/8/22,104.31,381.25,
1978/8/21,103.89,379.13,
1978/8/18,104.73,376.71,
1978/8/17,105.08,375.84,
1978/8/16,104.65,373.92,
1978/8/15,103.85,376.01,
1978/8/14,103.97,376.65,
1978/8/11,103.96,376.82,
1978/8/10,103.66,377.52,
1978/8/9,104.5,379.39,
1978/8/8,104.01,379.58,
1978/8/7,103.55,378.22,
1978/8/4,103.92,376.28,
1978/8/3,103.51,375.17,
1978/8/2,102.92,374.87,
1978/8/1,100.66,376.02,
1978/7/31,100.68,377.12,
1978/7/28,100,375.89,
1978/7/27,99.54,372.33,
1978/7/26,99.08,372.16,
1978/7/25,98.44,372.81,
1978/7/24,97.72,372.81,
1978/7/21,97.75,375.08,
1978/7/20,98.03,375.14,
1978/7/19,98.12,375.21,
1978/7/18,96.87,377.93,
1978/7/17,97.78,376.91,
1978/7/14,97.58,376,
1978/7/13,96.25,377.55,
1978/7/12,96.24,377.95,
1978/7/11,95.93,375.22,
1978/7/10,95.27,375.75,
1978/7/7,94.89,375.56,
1978/7/6,94.32,377.39,
1978/7/5,94.27,377.35,
1978/7/3,95.09,377.29,
1978/6/30,95.53,377.89,
1978/6/29,95.57,377.13,
1978/6/28,95.4,377.43,
1978/6/27,94.98,377.57,
1978/6/26,94.6,378.55,
1978/6/23,95.85,378.4,
1978/6/22,96.24,378.28,
1978/6/21,96.01,380.19,
1978/6/20,96.51,380.75,
1978/6/19,97.49,382.87,
1978/6/16,97.42,383.98,
1978/6/15,98.34,383.87,
1978/6/14,99.48,383.17,
1978/6/13,99.57,379.93,
1978/6/12,99.55,379.12,
1978/6/9,99.93,379.46,
1978/6/8,100.21,380.15,
1978/6/7,100.12,382.1,
1978/6/6,100.32,383.65,
1978/6/5,99.95,382,
1978/6/2,98.14,378.74,
1978/6/1,97.35,374.97,
1978/5/31,97.29,375.26,
1978/5/30,96.86,374.28,
1978/5/26,96.58,373.5,
1978/5/25,96.8,371.27,
1978/5/24,97.08,368.73,
1978/5/23,98.05,365.49,
1978/5/22,99.09,364.7,
1978/5/19,98.12,365.64,
1978/5/18,98.62,365.24,
1978/5/17,99.6,370.05,
1978/5/16,99.35,372.82,
1978/5/15,98.76,375.67,
1978/5/12,98.07,375.44,
1978/5/11,97.2,373.67,
1978/5/10,95.92,373.32,
1978/5/9,95.9,375.17,
1978/5/8,96.19,374.13,
1978/5/5,96.53,374.88,
1978/5/4,95.93,375.7,
1978/5/3,96.26,377.39,
1978/5/2,97.25,376.18,
1978/5/1,97.67,377.34,
1978/4/28,96.83,376.64,
1978/4/27,95.86,374.35,
1978/4/26,96.82,377.42,
1978/4/25,96.64,378.33,
1978/4/24,95.77,379.09,
1978/4/21,94.34,377.73,
1978/4/20,94.54,378.86,
1978/4/19,93.86,379.45,
1978/4/18,93.43,379.56,
1978/4/17,94.45,380.44,
1978/4/14,92.92,381.71,
1978/4/13,90.98,382.78,
1978/4/12,90.11,382.13,
1978/4/11,90.25,381.78,
1978/4/10,90.49,380.7,
1978/4/7,90.17,379.36,
1978/4/6,89.79,379.33,
1978/4/5,89.64,380.2,
1978/4/4,88.86,381.49,
1978/4/3,88.46,379.03,
1978/3/31,89.21,376.29,
1978/3/30,89.41,375.44,
1978/3/29,89.64,381.28,
1978/3/28,89.5,383.24,
1978/3/27,88.87,383.79,
1978/3/23,89.36,382.46,
1978/3/22,89.47,381.08,
1978/3/21,89.79,380.46,
1978/3/20,90.82,381.06,
1978/3/17,90.2,377.35,
1978/3/16,89.51,375.24,
1978/3/15,89.12,380.57,
1978/3/14,89.35,381.11,
1978/3/13,88.95,382.84,
1978/3/10,88.88,381.27,
1978/3/9,87.89,382.46,
1978/3/8,87.34,380.44,
1978/3/7,87.36,378.48,
1978/3/6,86.9,378.09,
1978/3/3,87.45,375.6,
1978/3/2,87.32,377.99,
1978/3/1,87.19,379.2,
1978/2/28,87.04,377.87,
1978/2/27,87.72,376,
1978/2/24,88.49,377.03,
1978/2/23,87.64,380.95,
1978/2/22,87.56,378.74,
1978/2/21,87.59,378.38,
1978/2/17,87.96,382.53,
1978/2/16,88.08,384.14,
1978/2/15,88.83,383.88,
1978/2/14,89.04,381.45,
1978/2/13,89.86,376.13,
1978/2/10,90.08,375.07,
1978/2/9,90.3,373.72,
1978/2/8,90.83,371.61,
1978/2/7,90.33,369.4,
1978/2/6,89.5,367.91,
1978/2/3,89.62,365.79,
1978/2/2,90.13,365.98,
1978/2/1,89.93,363.46,
1978/1/31,89.25,364.06,
1978/1/30,89.34,363.37,
1978/1/27,88.58,363.86,
1978/1/26,88.58,361.91,
1978/1/25,89.39,357.04,
1978/1/24,89.25,352.87,
1978/1/23,89.24,348.82,
1978/1/20,89.89,345.56,
1978/1/19,90.09,345.95,
1978/1/18,90.56,345.79,
1978/1/17,89.88,347.57,
1978/1/16,89.43,349.15,
1978/1/13,89.69,348.38,
1978/1/12,89.82,347.34,
1978/1/11,89.74,344.72,
1978/1/10,90.17,342.78,
1978/1/9,90.64,343.16,
1978/1/6,91.62,346.09,
1978/1/5,92.74,346.16,
1978/1/4,93.52,348.18,
1978/1/3,93.82,349.12,
1977/12/30,95.1,349.06,
1977/12/29,94.94,347.84,
1977/12/28,94.75,346.18,
1977/12/27,94.69,344.85,
1977/12/23,94.69,344,
1977/12/22,93.8,347.16,
1977/12/21,93.05,349.46,
1977/12/20,92.5,351.25,
1977/12/19,92.69,350.18,
1977/12/16,93.4,350.52,
1977/12/15,93.55,350.37,
1977/12/14,94.03,348.35,
1977/12/13,93.56,348.34,
1977/12/12,93.63,348.2,
1977/12/9,93.65,348.53,
1977/12/8,92.96,347.1,
1977/12/7,92.78,347.91,
1977/12/6,92.83,349.7,
1977/12/5,94.27,350.33,
1977/12/2,94.67,350.54,
1977/12/1,94.69,350.28,
1977/11/30,94.83,350.47,
